id_produto;pais;volumes
460;"Alemanha";265
545;"Alemanha";264
345;"Alemanha";264
554;"Alemanha";263
790;"Alemanha";263
342;"Alemanha";263
590;"Alemanha";263
474;"Alemanha";263
401;"Alemanha";263
158;"Alemanha";263
34;"Austrália";262
382;"Japão";262
786;"Alemanha";262
867;"Alemanha";262
566;"Alemanha";262
35;"Quênia";262
610;"Alemanha";262
422;"Alemanha";262
35;"Alemanha";261
918;"Alemanha";261
384;"Alemanha";261
101;"Alemanha";261
5;"Alemanha";261
9;"Alemanha";261
791;"Alemanha";261
962;"Alemanha";261
393;"Alemanha";261
378;"Alemanha";260
792;"Alemanha";260
210;"Alemanha";260
773;"Alemanha";260
275;"Alemanha";260
175;"Alemanha";260
36;"Alemanha";260
836;"Alemanha";260
708;"Quênia";260
669;"Alemanha";260
544;"Alemanha";260
875;"Alemanha";259
933;"Alemanha";259
830;"Alemanha";259
236;"Alemanha";259
126;"Singapura";259
645;"Alemanha";259
737;"Alemanha";258
849;"Alemanha";258
971;"Alemanha";258
909;"Alemanha";258
186;"Alemanha";258
448;"Alemanha";257
954;"Alemanha";257
172;"Alemanha";257
430;"Alemanha";257
912;"Alemanha";257
622;"Alemanha";256
735;"Alemanha";256
340;"Alemanha";256
946;"Alemanha";256
375;"Alemanha";256
950;"Alemanha";256
53;"Alemanha";256
437;"Alemanha";256
944;"Alemanha";256
248;"Alemanha";255
414;"Alemanha";255
824;"Alemanha";255
616;"Alemanha";254
687;"Singapura";254
653;"Alemanha";254
444;"Alemanha";254
148;"Alemanha";254
949;"Alemanha";254
587;"Alemanha";254
348;"Alemanha";254
914;"Alemanha";254
105;"Alemanha";253
537;"Alemanha";253
931;"Alemanha";253
176;"Alemanha";253
522;"Alemanha";253
286;"Alemanha";253
325;"Alemanha";253
135;"Alemanha";253
162;"Alemanha";253
292;"Alemanha";253
358;"Alemanha";253
730;"Alemanha";253
701;"Alemanha";252
823;"Alemanha";252
374;"Alemanha";252
122;"Alemanha";252
74;"Alemanha";252
254;"Alemanha";252
741;"Alemanha";252
769;"Alemanha";251
410;"Alemanha";251
941;"Quênia";251
916;"Alemanha";251
194;"Alemanha";251
445;"Alemanha";251
268;"Alemanha";251
939;"Alemanha";250
744;"Alemanha";250
876;"Alemanha";250
300;"Alemanha";250
979;"Alemanha";250
965;"Alemanha";250
614;"Alemanha";250
968;"Alemanha";249
798;"Alemanha";249
1000;"Alemanha";249
941;"Alemanha";249
203;"Alemanha";249
964;"Alemanha";249
948;"Alemanha";249
37;"Alemanha";249
170;"Quênia";249
728;"Alemanha";249
306;"Alemanha";249
835;"Alemanha";249
695;"Alemanha";249
68;"Alemanha";249
623;"Alemanha";249
986;"Alemanha";249
703;"Alemanha";249
274;"Alemanha";248
371;"Alemanha";248
167;"Alemanha";248
709;"Alemanha";248
280;"Alemanha";248
605;"Alemanha";248
504;"Alemanha";248
807;"Alemanha";248
657;"Alemanha";247
287;"Singapura";247
570;"Alemanha";247
748;"Alemanha";247
927;"Alemanha";247
219;"Alemanha";247
470;"Singapura";247
435;"Singapura";247
221;"Alemanha";247
436;"Alemanha";247
857;"Alemanha";246
540;"Alemanha";246
776;"Alemanha";246
95;"Alemanha";246
581;"Alemanha";246
685;"Alemanha";246
452;"Alemanha";246
127;"Alemanha";246
78;"Alemanha";246
921;"Alemanha";246
705;"Alemanha";246
387;"Alemanha";246
469;"Alemanha";246
760;"Alemanha";245
461;"Alemanha";245
1;"Alemanha";245
643;"Alemanha";245
159;"Alemanha";245
738;"Quênia";245
386;"Alemanha";245
666;"Alemanha";244
516;"Alemanha";244
518;"Alemanha";244
704;"Alemanha";244
655;"Alemanha";244
793;"Alemanha";244
500;"Alemanha";244
319;"Alemanha";244
470;"Austrália";243
120;"Alemanha";243
129;"Alemanha";243
68;"Austrália";243
267;"Alemanha";243
8;"Singapura";243
160;"Alemanha";243
490;"Alemanha";243
142;"Alemanha";243
862;"Japão";242
293;"Alemanha";242
608;"Alemanha";242
913;"Alemanha";242
841;"Alemanha";242
603;"Quênia";242
523;"Alemanha";241
831;"Alemanha";241
466;"Alemanha";241
509;"Alemanha";241
332;"Quênia";241
380;"Alemanha";241
988;"Alemanha";241
630;"Alemanha";241
379;"Alemanha";241
633;"Alemanha";241
585;"Singapura";240
459;"Alemanha";240
673;"Alemanha";240
419;"Alemanha";240
812;"Alemanha";240
442;"Alemanha";240
471;"Alemanha";240
938;"Alemanha";240
860;"Alemanha";240
611;"Alemanha";240
235;"Japão";240
879;"Alemanha";240
599;"Japão";240
174;"Alemanha";240
731;"Japão";240
114;"Alemanha";240
874;"Alemanha";240
378;"Austrália";240
463;"Singapura";239
183;"Alemanha";239
22;"Austrália";239
373;"Alemanha";239
360;"Alemanha";239
192;"Alemanha";239
234;"Alemanha";239
521;"Alemanha";239
284;"Alemanha";239
248;"Japão";239
18;"Singapura";239
672;"Alemanha";239
220;"Alemanha";239
961;"Alemanha";239
324;"Alemanha";239
301;"Alemanha";238
978;"Alemanha";238
602;"Alemanha";238
295;"Alemanha";238
309;"Alemanha";238
552;"Alemanha";238
993;"Alemanha";238
999;"Alemanha";238
477;"Alemanha";238
196;"Alemanha";238
476;"Alemanha";238
186;"Japão";238
388;"Alemanha";238
621;"Alemanha";238
870;"Alemanha";237
334;"Alemanha";237
49;"Alemanha";237
200;"Alemanha";237
151;"Quênia";237
473;"Alemanha";237
391;"Alemanha";237
193;"Alemanha";237
139;"Alemanha";237
717;"Alemanha";237
663;"Japão";237
625;"Alemanha";237
683;"Alemanha";237
534;"Alemanha";237
733;"Alemanha";236
404;"Alemanha";236
863;"Alemanha";236
164;"Alemanha";236
966;"Alemanha";236
13;"Alemanha";236
66;"Alemanha";236
484;"Alemanha";236
538;"Alemanha";236
563;"Alemanha";236
820;"Singapura";236
333;"Alemanha";236
954;"Austrália";236
106;"Alemanha";235
873;"Alemanha";235
458;"Alemanha";235
687;"Alemanha";235
382;"Alemanha";235
736;"Singapura";235
594;"Alemanha";235
615;"Alemanha";235
695;"Japão";235
392;"Alemanha";235
940;"Alemanha";234
34;"Alemanha";234
628;"Alemanha";234
861;"Alemanha";234
438;"Alemanha";234
854;"Alemanha";234
508;"Alemanha";234
111;"Alemanha";234
10;"Alemanha";234
64;"Alemanha";233
851;"Alemanha";233
279;"Alemanha";233
725;"Alemanha";233
892;"Singapura";233
470;"Alemanha";233
787;"Alemanha";233
775;"Alemanha";233
660;"Alemanha";232
564;"Alemanha";232
617;"Alemanha";232
17;"Alemanha";232
664;"Alemanha";232
881;"Alemanha";232
298;"Alemanha";232
756;"Alemanha";232
889;"Alemanha";232
856;"Alemanha";232
115;"Singapura";232
774;"Alemanha";232
45;"Alemanha";231
749;"Alemanha";231
812;"Quênia";231
725;"Quênia";231
502;"Alemanha";231
426;"Alemanha";231
642;"Quênia";231
562;"Alemanha";231
262;"Alemanha";231
487;"Alemanha";230
81;"Alemanha";230
173;"Alemanha";230
495;"Alemanha";230
441;"Alemanha";230
732;"Japão";230
384;"Quênia";230
789;"Alemanha";230
593;"Alemanha";230
169;"Alemanha";230
546;"Alemanha";230
510;"Alemanha";230
902;"Alemanha";230
592;"Alemanha";230
69;"Alemanha";230
809;"Alemanha";230
61;"Alemanha";230
706;"Alemanha";230
780;"Alemanha";230
947;"Alemanha";230
627;"Alemanha";230
702;"Alemanha";229
819;"Alemanha";229
959;"Quênia";229
777;"Alemanha";229
143;"Alemanha";229
130;"Alemanha";229
213;"Alemanha";229
15;"Alemanha";229
472;"Alemanha";229
567;"Alemanha";229
229;"Alemanha";229
523;"Japão";229
171;"Alemanha";229
961;"Japão";229
273;"Alemanha";228
196;"Singapura";228
678;"Alemanha";228
166;"Alemanha";228
586;"Alemanha";228
719;"Alemanha";228
269;"Alemanha";228
505;"Alemanha";228
527;"Alemanha";228
503;"Quênia";228
595;"Alemanha";228
903;"Alemanha";228
525;"Alemanha";228
601;"Alemanha";227
883;"Alemanha";227
46;"Alemanha";227
661;"Alemanha";227
936;"Alemanha";227
361;"Singapura";227
650;"Singapura";227
468;"Alemanha";227
920;"Alemanha";227
254;"Singapura";227
510;"Quênia";227
132;"Alemanha";227
894;"Alemanha";227
191;"Austrália";227
897;"Alemanha";227
321;"Alemanha";227
588;"Singapura";226
507;"Austrália";226
224;"Alemanha";226
981;"Alemanha";226
755;"Alemanha";226
11;"Alemanha";226
480;"Alemanha";226
736;"Alemanha";226
64;"Quênia";226
758;"Alemanha";226
365;"Alemanha";226
416;"Alemanha";226
771;"Alemanha";226
850;"Singapura";226
218;"Alemanha";225
184;"Alemanha";225
260;"Quênia";225
107;"Alemanha";225
393;"Austrália";225
647;"Alemanha";225
529;"Alemanha";225
582;"Alemanha";225
869;"Alemanha";225
986;"Austrália";225
512;"Alemanha";225
303;"Alemanha";225
19;"Japão";225
655;"Japão";225
543;"Alemanha";225
498;"Alemanha";225
307;"Austrália";225
604;"Austrália";224
915;"Alemanha";224
118;"Alemanha";224
832;"Alemanha";224
679;"Austrália";224
723;"Alemanha";224
712;"Alemanha";224
800;"Alemanha";224
421;"Alemanha";224
501;"Alemanha";224
141;"Japão";224
92;"Alemanha";224
353;"Alemanha";224
226;"Alemanha";224
796;"Quênia";224
187;"Alemanha";224
13;"Austrália";223
825;"Alemanha";223
483;"Alemanha";223
547;"Alemanha";223
632;"Alemanha";223
337;"Alemanha";223
457;"Alemanha";223
220;"Japão";223
632;"Singapura";223
615;"Japão";223
732;"Alemanha";223
889;"Austrália";223
884;"Alemanha";223
278;"Alemanha";223
75;"Alemanha";223
784;"Alemanha";223
272;"Alemanha";222
861;"Quênia";222
604;"Alemanha";222
62;"Alemanha";222
288;"Alemanha";222
659;"Alemanha";222
451;"Singapura";222
865;"Austrália";222
49;"Austrália";222
984;"Alemanha";222
63;"Alemanha";222
347;"Alemanha";222
667;"Austrália";222
597;"Alemanha";222
591;"Alemanha";221
759;"Alemanha";221
819;"Singapura";221
706;"Austrália";221
990;"Quênia";221
922;"Alemanha";221
890;"Alemanha";221
829;"Alemanha";221
684;"Alemanha";221
891;"Alemanha";221
54;"Alemanha";221
696;"Alemanha";221
79;"Japão";221
440;"Alemanha";221
22;"Alemanha";221
668;"Alemanha";221
906;"Alemanha";221
157;"Japão";221
609;"Alemanha";221
171;"Austrália";220
957;"Alemanha";220
579;"Alemanha";220
994;"Alemanha";220
124;"Japão";220
513;"Alemanha";220
694;"Alemanha";220
862;"Alemanha";220
270;"Alemanha";220
99;"Alemanha";219
89;"Quênia";219
25;"Singapura";219
781;"Alemanha";219
924;"Alemanha";219
24;"Quênia";219
945;"Austrália";219
911;"Japão";219
676;"Japão";219
840;"Singapura";219
821;"Alemanha";219
946;"Quênia";219
730;"Austrália";219
395;"Alemanha";219
429;"Austrália";218
923;"Alemanha";218
694;"Japão";218
73;"Alemanha";218
23;"Alemanha";218
640;"Alemanha";218
39;"Alemanha";218
434;"Alemanha";218
346;"Alemanha";218
968;"Quênia";218
817;"Alemanha";218
143;"Japão";218
32;"Alemanha";218
531;"Austrália";218
757;"Alemanha";218
315;"Alemanha";218
667;"Alemanha";218
742;"Alemanha";218
158;"Singapura";217
407;"Alemanha";217
394;"Alemanha";217
693;"Alemanha";217
877;"Japão";217
154;"Singapura";217
801;"Alemanha";217
511;"Alemanha";217
541;"Alemanha";217
264;"Singapura";217
886;"Alemanha";217
201;"Alemanha";217
363;"Alemanha";217
651;"Alemanha";217
579;"Japão";217
126;"Alemanha";217
136;"Alemanha";217
951;"Alemanha";217
675;"Alemanha";217
492;"Alemanha";217
711;"Singapura";216
150;"Alemanha";216
51;"Alemanha";216
951;"Austrália";216
109;"Japão";216
729;"Alemanha";216
93;"Alemanha";216
749;"Japão";216
782;"Alemanha";216
155;"Singapura";216
296;"Alemanha";216
810;"Alemanha";216
351;"Alemanha";216
894;"Singapura";216
403;"Alemanha";216
56;"Alemanha";216
919;"Alemanha";216
302;"Alemanha";216
900;"Japão";216
479;"Alemanha";216
329;"Alemanha";215
128;"Alemanha";215
146;"Alemanha";215
684;"Singapura";215
995;"Quênia";215
233;"Alemanha";215
682;"Alemanha";215
402;"Alemanha";215
908;"Alemanha";215
316;"Alemanha";215
664;"Japão";215
235;"Austrália";215
810;"Quênia";215
118;"Austrália";215
138;"Alemanha";215
895;"Alemanha";215
659;"Singapura";215
544;"Austrália";214
154;"Alemanha";214
908;"Singapura";214
361;"Alemanha";214
447;"Alemanha";214
956;"Alemanha";214
190;"Singapura";214
982;"Alemanha";214
6;"Alemanha";214
530;"Alemanha";214
779;"Alemanha";214
247;"Alemanha";214
578;"Alemanha";214
458;"Austrália";213
926;"Alemanha";213
930;"Alemanha";213
163;"Alemanha";213
259;"Alemanha";213
997;"Alemanha";213
413;"Alemanha";213
762;"Singapura";213
208;"Alemanha";213
243;"Alemanha";213
573;"Alemanha";213
467;"Alemanha";213
640;"Quênia";213
716;"Alemanha";213
735;"Quênia";213
761;"Quênia";213
352;"Alemanha";213
963;"Alemanha";213
196;"Japão";213
357;"Alemanha";213
411;"Alemanha";213
712;"Japão";213
206;"Alemanha";213
762;"Alemanha";213
160;"Singapura";213
27;"Alemanha";212
560;"Alemanha";212
960;"Japão";212
338;"Alemanha";212
763;"Alemanha";212
997;"Austrália";212
798;"Austrália";212
627;"Japão";212
88;"Alemanha";212
417;"Alemanha";212
942;"Alemanha";212
551;"Alemanha";212
447;"Singapura";212
251;"Alemanha";212
545;"Quênia";211
974;"Alemanha";211
898;"Alemanha";211
690;"Alemanha";211
397;"Alemanha";211
447;"Quênia";211
898;"Japão";211
313;"Singapura";211
658;"Alemanha";211
366;"Alemanha";211
59;"Alemanha";211
301;"Singapura";211
489;"Alemanha";211
581;"Quênia";211
998;"Singapura";211
398;"Alemanha";210
997;"Singapura";210
803;"Japão";210
229;"Singapura";210
70;"Quênia";210
420;"Alemanha";210
946;"Austrália";210
112;"Alemanha";210
33;"Alemanha";210
779;"Quênia";210
677;"Alemanha";210
972;"Alemanha";210
488;"Alemanha";210
450;"Alemanha";210
624;"Singapura";210
901;"Alemanha";209
305;"Austrália";209
149;"Alemanha";209
539;"Austrália";209
810;"Austrália";209
362;"Japão";209
198;"Alemanha";209
72;"Alemanha";209
400;"Alemanha";209
446;"Japão";209
808;"Singapura";209
269;"Japão";209
731;"Alemanha";209
317;"Alemanha";209
882;"Alemanha";209
811;"Alemanha";209
664;"Austrália";209
558;"Alemanha";209
726;"Alemanha";209
25;"Austrália";209
117;"Singapura";209
372;"Quênia";209
146;"Austrália";209
393;"Quênia";209
191;"Alemanha";209
556;"Alemanha";208
411;"Singapura";208
255;"Alemanha";208
709;"Quênia";208
299;"Alemanha";208
848;"Alemanha";208
995;"Alemanha";208
226;"Singapura";207
810;"Singapura";207
715;"Alemanha";207
315;"Austrália";207
720;"Alemanha";207
980;"Alemanha";207
631;"Alemanha";207
418;"Quênia";207
770;"Singapura";207
439;"Alemanha";207
109;"Alemanha";207
18;"Alemanha";207
456;"Singapura";207
493;"Alemanha";207
580;"Quênia";207
43;"Quênia";207
82;"Alemanha";207
456;"Alemanha";207
931;"Quênia";207
304;"Japão";207
674;"Alemanha";207
168;"Austrália";207
94;"Singapura";206
713;"Quênia";206
344;"Alemanha";206
424;"Alemanha";206
904;"Quênia";206
830;"Japão";206
765;"Alemanha";206
753;"Austrália";206
219;"Singapura";206
753;"Japão";206
890;"Austrália";206
912;"Singapura";206
215;"Alemanha";206
746;"Alemanha";206
600;"Japão";206
819;"Quênia";206
50;"Alemanha";206
305;"Alemanha";206
359;"Alemanha";206
94;"Alemanha";205
669;"Singapura";205
615;"Singapura";205
184;"Japão";205
580;"Alemanha";205
711;"Alemanha";205
387;"Austrália";205
876;"Singapura";205
685;"Japão";205
700;"Singapura";205
164;"Singapura";205
215;"Quênia";205
956;"Quênia";205
181;"Alemanha";205
535;"Austrália";205
909;"Quênia";205
372;"Alemanha";205
466;"Japão";205
326;"Quênia";205
13;"Quênia";205
62;"Singapura";205
313;"Alemanha";205
347;"Singapura";205
554;"Austrália";204
415;"Alemanha";204
839;"Alemanha";204
952;"Alemanha";204
79;"Quênia";204
683;"Japão";204
561;"Alemanha";204
865;"Alemanha";204
745;"Alemanha";204
494;"Quênia";204
847;"Alemanha";204
343;"Alemanha";204
99;"Quênia";204
404;"Japão";204
122;"Austrália";204
778;"Alemanha";204
280;"Austrália";204
485;"Alemanha";204
334;"Japão";204
594;"Austrália";204
9;"Quênia";204
490;"Quênia";204
199;"Alemanha";204
804;"Alemanha";204
699;"Japão";204
872;"Alemanha";204
885;"Alemanha";204
874;"Quênia";203
408;"Austrália";203
263;"Alemanha";203
584;"Singapura";203
714;"Alemanha";203
801;"Singapura";203
188;"Alemanha";203
636;"Quênia";203
328;"Quênia";203
928;"Alemanha";203
187;"Quênia";203
453;"Alemanha";203
980;"Japão";203
452;"Japão";203
103;"Alemanha";203
652;"Alemanha";203
266;"Quênia";203
668;"Quênia";203
576;"Alemanha";203
603;"Alemanha";203
336;"Quênia";202
222;"Quênia";202
406;"Austrália";202
789;"Austrália";202
300;"Quênia";202
754;"Alemanha";202
535;"Quênia";202
322;"Alemanha";202
550;"Alemanha";202
887;"Alemanha";202
331;"Alemanha";202
794;"Alemanha";202
992;"Alemanha";202
925;"Alemanha";202
977;"Alemanha";202
644;"Alemanha";202
29;"Alemanha";202
476;"Austrália";202
833;"Japão";201
394;"Austrália";201
831;"Quênia";201
877;"Alemanha";201
382;"Quênia";201
845;"Alemanha";201
158;"Quênia";201
330;"Alemanha";201
159;"Singapura";201
222;"Alemanha";201
230;"Alemanha";201
698;"Japão";201
880;"Alemanha";201
241;"Alemanha";201
13;"Singapura";201
512;"Austrália";201
305;"Quênia";201
619;"Singapura";201
707;"Alemanha";201
245;"Alemanha";201
548;"Japão";201
932;"Alemanha";201
989;"Quênia";201
266;"Alemanha";201
56;"Quênia";201
294;"Austrália";200
531;"Alemanha";200
987;"Alemanha";200
230;"Singapura";200
999;"Singapura";200
764;"Alemanha";200
265;"Singapura";200
560;"Singapura";200
508;"Austrália";200
958;"Singapura";200
828;"Alemanha";200
433;"Alemanha";200
137;"Alemanha";200
289;"Singapura";200
575;"Alemanha";200
740;"Alemanha";200
735;"Singapura";200
528;"Alemanha";200
14;"Alemanha";200
826;"Alemanha";200
22;"Singapura";200
61;"Japão";200
38;"Alemanha";200
274;"Quênia";200
124;"Alemanha";199
574;"Quênia";199
654;"Alemanha";199
943;"Austrália";199
91;"Japão";199
788;"Alemanha";199
423;"Alemanha";199
524;"Alemanha";199
221;"Austrália";199
49;"Quênia";199
892;"Quênia";199
883;"Austrália";199
20;"Austrália";199
104;"Alemanha";199
414;"Austrália";199
549;"Singapura";199
738;"Alemanha";199
979;"Quênia";198
547;"Japão";198
890;"Japão";198
750;"Singapura";198
124;"Austrália";198
308;"Singapura";198
534;"Japão";198
681;"Alemanha";198
914;"Singapura";198
327;"Singapura";198
60;"Japão";198
257;"Alemanha";198
80;"Singapura";198
864;"Austrália";198
269;"Singapura";198
485;"Quênia";198
571;"Quênia";198
688;"Austrália";198
669;"Japão";198
584;"Alemanha";198
263;"Austrália";197
448;"Quênia";197
368;"Alemanha";197
145;"Quênia";197
955;"Austrália";197
363;"Austrália";197
182;"Singapura";197
618;"Alemanha";197
110;"Quênia";197
213;"Austrália";197
562;"Quênia";197
409;"Alemanha";197
982;"Japão";197
80;"Alemanha";197
973;"Alemanha";197
234;"Japão";197
261;"Alemanha";197
47;"Alemanha";197
485;"Austrália";197
808;"Alemanha";197
859;"Alemanha";197
284;"Singapura";197
972;"Singapura";197
929;"Alemanha";197
54;"Singapura";197
928;"Quênia";197
855;"Austrália";197
677;"Singapura";196
999;"Austrália";196
217;"Austrália";196
717;"Quênia";196
874;"Singapura";196
875;"Japão";196
649;"Austrália";196
482;"Alemanha";196
686;"Alemanha";196
140;"Japão";196
952;"Japão";196
788;"Japão";196
58;"Singapura";196
314;"Alemanha";196
497;"Singapura";196
357;"Quênia";196
12;"Singapura";196
499;"Japão";196
536;"Alemanha";196
464;"Singapura";196
785;"Quênia";196
680;"Alemanha";196
720;"Japão";196
450;"Singapura";195
64;"Austrália";195
557;"Austrália";195
866;"Singapura";195
846;"Singapura";195
26;"Quênia";195
217;"Japão";195
351;"Singapura";195
301;"Austrália";195
742;"Singapura";195
609;"Singapura";195
933;"Quênia";195
726;"Japão";195
441;"Austrália";195
346;"Singapura";195
925;"Austrália";195
321;"Austrália";195
415;"Japão";195
742;"Quênia";195
559;"Alemanha";195
946;"Singapura";194
568;"Alemanha";194
977;"Japão";194
510;"Japão";194
422;"Austrália";194
533;"Alemanha";194
253;"Alemanha";194
236;"Austrália";194
858;"Singapura";194
871;"Austrália";194
892;"Japão";194
379;"Japão";194
727;"Austrália";194
499;"Alemanha";194
700;"Alemanha";194
214;"Alemanha";194
587;"Singapura";194
246;"Austrália";194
771;"Singapura";194
796;"Alemanha";194
437;"Quênia";194
457;"Austrália";193
629;"Japão";193
185;"Alemanha";193
701;"Austrália";193
866;"Austrália";193
16;"Alemanha";193
638;"Alemanha";193
759;"Quênia";193
875;"Singapura";193
977;"Quênia";193
65;"Alemanha";193
189;"Singapura";193
295;"Japão";193
293;"Austrália";193
29;"Japão";193
506;"Quênia";193
351;"Quênia";193
435;"Alemanha";193
270;"Singapura";193
754;"Singapura";193
444;"Japão";193
464;"Alemanha";192
304;"Alemanha";192
990;"Alemanha";192
322;"Austrália";192
756;"Quênia";192
209;"Singapura";192
996;"Singapura";192
420;"Quênia";192
641;"Alemanha";192
690;"Japão";192
350;"Japão";192
805;"Japão";192
700;"Quênia";192
591;"Singapura";192
160;"Austrália";192
896;"Austrália";192
573;"Quênia";192
21;"Alemanha";192
650;"Quênia";192
646;"Austrália";192
235;"Alemanha";191
217;"Singapura";191
913;"Austrália";191
385;"Alemanha";191
1000;"Quênia";191
367;"Alemanha";191
834;"Alemanha";191
29;"Austrália";191
988;"Quênia";191
722;"Japão";191
635;"Singapura";191
205;"Alemanha";191
151;"Singapura";191
747;"Japão";191
454;"Alemanha";191
379;"Singapura";191
117;"Alemanha";191
40;"Japão";191
189;"Alemanha";191
392;"Japão";191
658;"Singapura";191
993;"Singapura";191
152;"Alemanha";191
153;"Singapura";191
588;"Alemanha";191
257;"Singapura";191
7;"Quênia";191
295;"Austrália";191
520;"Alemanha";191
231;"Alemanha";190
139;"Japão";190
276;"Alemanha";190
90;"Japão";190
17;"Singapura";190
636;"Japão";190
272;"Quênia";190
577;"Alemanha";190
396;"Austrália";190
760;"Austrália";190
536;"Austrália";190
715;"Quênia";190
850;"Japão";190
935;"Singapura";190
604;"Singapura";190
19;"Quênia";190
783;"Japão";190
821;"Quênia";190
893;"Alemanha";190
394;"Singapura";190
716;"Singapura";190
500;"Austrália";190
335;"Alemanha";190
81;"Singapura";190
206;"Austrália";189
863;"Quênia";189
25;"Quênia";189
68;"Japão";189
133;"Alemanha";189
375;"Quênia";189
845;"Quênia";189
195;"Singapura";189
670;"Alemanha";189
167;"Singapura";189
111;"Quênia";189
748;"Austrália";189
488;"Austrália";189
180;"Alemanha";189
269;"Quênia";189
380;"Quênia";189
713;"Alemanha";189
260;"Singapura";189
580;"Singapura";189
677;"Quênia";189
852;"Alemanha";189
40;"Alemanha";189
240;"Alemanha";189
878;"Alemanha";189
934;"Quênia";189
623;"Quênia";189
400;"Japão";189
823;"Japão";189
569;"Quênia";189
369;"Singapura";189
780;"Quênia";189
386;"Quênia";188
174;"Japão";188
459;"Singapura";188
647;"Japão";188
688;"Singapura";188
654;"Japão";188
883;"Japão";188
184;"Quênia";188
813;"Austrália";188
882;"Singapura";188
272;"Austrália";188
24;"Alemanha";188
847;"Japão";188
582;"Quênia";188
858;"Austrália";188
307;"Japão";188
141;"Alemanha";188
571;"Austrália";188
469;"Quênia";188
485;"Singapura";188
241;"Singapura";188
708;"Singapura";188
531;"Singapura";188
471;"Singapura";188
967;"Alemanha";188
851;"Quênia";188
752;"Japão";188
444;"Austrália";188
341;"Austrália";188
692;"Alemanha";188
941;"Japão";188
983;"Singapura";188
957;"Japão";188
39;"Japão";188
509;"Quênia";188
942;"Austrália";188
207;"Quênia";188
22;"Quênia";188
995;"Singapura";187
906;"Quênia";187
746;"Austrália";187
710;"Austrália";187
341;"Japão";187
382;"Austrália";187
854;"Singapura";187
162;"Singapura";187
250;"Singapura";187
11;"Austrália";187
12;"Alemanha";187
33;"Quênia";187
766;"Japão";187
782;"Quênia";187
427;"Singapura";187
